CODA Motion Analysis: gait-cross-validation-input.mdf [testsubject_50hz_10hz_50hz.stp]
Graph data: "L.Knee Rotation"
Time	Marker Position								Force Analogue Channel	Segment EVB.x 			Segment Rotation		
Time	L.Toe.V	L.Toe.X	L.Toe.Y	L.Toe.Z	L.Heel.V	L.Heel.X	L.Heel.Y	L.Heel.Z	Analogue1.4	Pelvis.X	Pelvis.Y	Pelvis.Z	L.Knee.X	L.Knee.Y	L.Knee.Z
(s)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)	( )	( )	( )	( )	(deg)	(deg)	(deg)
1.96500	1	-1042.42	138.35	-6.56	1	-1248.60	100.21	27.73	0.00	0.995749	0.086557	-0.031493	-3.159	19.320	10.721
1.97000	1	-1042.37	138.38	-6.82	1	-1248.51	100.23	27.85	0.00	0.995767	0.086780	-0.030303	-3.185	19.468	10.837
1.97500	1	-1042.30	138.38	-7.08	1	-1248.44	100.22	28.03	-0.09	0.995790	0.086981	-0.028941	-3.205	19.602	10.971
1.98000	1	-1042.27	138.40	-7.24	1	-1248.38	100.22	28.19	-0.09	0.995817	0.087068	-0.027718	-3.223	19.721	11.108
1.98500	1	-1042.27	138.43	-7.38	1	-1248.32	100.24	28.35	0.00	0.995846	0.087096	-0.026567	-3.242	19.819	11.252
1.99000	1	-1042.27	138.46	-7.47	1	-1248.24	100.25	28.42	-0.18	0.995880	0.087027	-0.025487	-3.235	19.889	11.388
1.99500	1	-1042.25	138.49	-7.54	1	-1248.16	100.23	28.41	0.00	0.995922	0.086882	-0.024305	-3.227	19.933	11.523
2.00000	1	-1042.18	138.51	-7.83	1	-1248.07	100.19	28.43	0.00	0.995967	0.086590	-0.023513	-3.205	19.951	11.635
2.00500	1	-1042.14	138.52	-8.02	1	-1247.97	100.15	28.43	-0.09	0.996016	0.086210	-0.022792	-3.178	19.948	11.722
2.01000	1	-1042.09	138.54	-8.24	1	-1247.88	100.11	28.38	-0.09	0.996065	0.085844	-0.022006	-3.153	19.932	11.803
2.01500	1	-1042.03	138.56	-8.52	1	-1247.78	100.10	28.28	0.00	0.996113	0.085465	-0.021331	-3.122	19.899	11.861
2.02000	1	-1042.00	138.56	-8.72	1	-1247.72	100.06	28.44	0.00	0.996166	0.084965	-0.020848	-3.083	19.860	11.925
2.02500	1	-1042.05	138.56	-8.60	1	-1247.66	100.01	28.63	0.00	0.996225	0.084400	-0.020320	-3.048	19.820	12.016
2.03000	1	-1042.05	138.62	-8.60	1	-1247.62	99.96	28.79	-0.09	0.996279	0.083892	-0.019771	-3.027	19.762	12.117
2.03500	1	-1042.06	138.68	-8.60	1	-1247.56	99.91	28.97	-0.09	0.996325	0.083432	-0.019359	-3.006	19.695	12.191
2.04000	1	-1042.08	138.73	-8.53	1	-1247.48	99.84	29.16	-0.09	0.996378	0.082882	-0.019026	-2.988	19.619	12.270
2.04500	1	-1042.09	138.75	-8.53	1	-1247.40	99.72	29.25	0.00	0.996422	0.082456	-0.018529	-2.962	19.544	12.339
2.05000	1	-1042.07	138.72	-8.64	1	-1247.35	99.62	29.29	0.06	0.996454	0.082155	-0.018145	-2.954	19.475	12.409
2.05500	1	-1042.07	138.72	-8.70	1	-1247.31	99.52	29.37	-0.09	0.996490	0.081808	-0.017736	-2.941	19.404	12.468
2.06000	1	-1042.05	138.76	-8.78	1	-1247.25	99.47	29.42	-0.18	0.996541	0.081329	-0.017072	-2.930	19.317	12.522
2.06500	1	-1042.05	138.84	-8.84	1	-1247.23	99.37	29.52	0.00	0.996580	0.080968	-0.016482	-2.913	19.239	12.530
2.07000	1	-1042.07	138.90	-8.73	1	-1247.23	99.25	29.73	0.00	0.996621	0.080591	-0.015890	-2.884	19.153	12.526
2.07500	1	-1042.07	138.94	-8.67	1	-1247.20	99.17	29.81	0.00	0.996678	0.079975	-0.015374	-2.851	19.057	12.539
2.08000	1	-1042.06	139.02	-8.66	1	-1247.16	99.09	29.75	0.00	0.996733	0.079394	-0.014812	-2.819	18.966	12.537
2.08500	1	-1042.08	139.08	-8.62	1	-1247.07	98.96	29.58	0.06	0.996779	0.078893	-0.014402	-2.776	18.881	12.494
2.09000	1	-1042.03	139.12	-8.76	1	-1246.99	98.86	29.53	-0.18	0.996828	0.078364	-0.013912	-2.733	18.793	12.468
2.09500	1	-1041.99	139.15	-8.91	1	-1246.89	98.77	29.43	-0.09	0.996884	0.077726	-0.013466	-2.698	18.714	12.462
2.10000	1	-1041.99	139.17	-8.91	1	-1246.82	98.69	29.44	0.00	0.996936	0.077147	-0.012922	-2.660	18.629	12.408
2.10500	1	-1041.99	139.21	-8.89	1	-1246.75	98.62	29.48	0.00	0.996985	0.076567	-0.012591	-2.630	18.537	12.375
2.11000	1	-1042.01	139.24	-8.78	1	-1246.69	98.55	29.60	0.00	0.997041	0.075892	-0.012263	-2.596	18.437	12.352
2.11500	1	-1042.05	139.26	-8.59	1	-1246.63	98.46	29.72	-0.09	0.997100	0.075163	-0.011905	-2.544	18.343	12.321
2.12000	1	-1042.08	139.29	-8.44	1	-1246.56	98.36	29.75	0.00	0.997160	0.074443	-0.011414	-2.507	18.245	12.295
2.12500	1	-1042.08	139.37	-8.40	1	-1246.43	98.24	29.67	-0.09	0.997218	0.073746	-0.010857	-2.479	18.143	12.267
2.13000	1	-1042.11	139.44	-8.33	1	-1246.32	98.15	29.83	0.00	0.997283	0.072925	-0.010422	-2.436	18.058	12.223
2.13500	1	-1042.11	139.44	-8.34	1	-1246.26	98.03	30.10	0.00	0.997346	0.072089	-0.010228	-2.394	17.981	12.154
2.14000	1	-1042.11	139.44	-8.35	1	-1246.19	97.95	30.26	0.00	0.997404	0.071307	-0.010032	-2.365	17.905	12.096
2.14500	1	-1042.09	139.45	-8.39	1	-1246.14	97.91	30.50	-0.18	0.997464	0.070483	-0.009856	-2.324	17.834	12.042
2.15000	1	-1042.06	139.46	-8.48	1	-1246.11	97.89	30.84	0.00	0.997522	0.069653	-0.009888	-2.285	17.773	12.001
2.15500	1	-1042.01	139.51	-8.63	1	-1246.05	97.82	30.94	0.00	0.997572	0.068942	-0.009809	-2.262	17.699	11.967
2.16000	1	-1041.97	139.53	-8.68	1	-1245.98	97.75	31.05	-0.09	0.997621	0.068286	-0.009401	-2.236	17.644	11.950
2.16500	1	-1042.00	139.49	-8.52	1	-1245.87	97.72	31.07	0.00	0.997677	0.067518	-0.009026	-2.214	17.591	11.940
2.17000	1	-1042.03	139.46	-8.39	1	-1245.79	97.70	31.20	0.00	0.997723	0.066838	-0.008975	-2.197	17.542	11.942
2.17500	1	-1042.03	139.42	-8.32	1	-1245.71	97.66	31.34	0.06	0.997758	0.066331	-0.008867	-2.195	17.503	11.982
2.18000	1	-1042.03	139.37	-8.30	1	-1245.67	97.63	31.59	0.00	0.997792	0.065849	-0.008663	-2.189	17.478	12.005
2.18500	1	-1042.03	139.31	-8.29	1	-1245.64	97.60	31.84	0.00	0.997833	0.065261	-0.008400	-2.178	17.438	12.046
2.19000	1	-1041.98	139.25	-8.48	1	-1245.63	97.59	32.21	-0.09	0.997864	0.064818	-0.008115	-2.172	17.404	12.075
2.19500	1	-1041.95	139.22	-8.69	1	-1245.57	97.56	32.34	-0.18	0.997886	0.064500	-0.007884	-2.158	17.390	12.080
2.20000	1	-1041.95	139.20	-8.75	1	-1245.50	97.51	32.52	0.00	0.997907	0.064219	-0.007530	-2.142	17.358	12.059
2.20500	1	-1041.92	139.18	-8.85	1	-1245.43	97.48	32.86	0.00	0.997924	0.063984	-0.007376	-2.130	17.341	12.064
2.21000	1	-1041.86	139.14	-9.02	1	-1245.30	97.47	33.13	-0.09	0.997921	0.064017	-0.007404	-2.132	17.336	12.074
2.21500	1	-1041.82	139.12	-9.08	1	-1245.14	97.47	33.42	0.00	0.997918	0.064059	-0.007533	-2.129	17.336	12.070
2.22000	1	-1041.76	139.11	-9.21	1	-1245.01	97.50	34.02	-0.09	0.997916	0.064092	-0.007433	-2.128	17.326	12.076
2.22500	1	-1041.67	139.07	-9.44	1	-1244.86	97.49	34.65	-0.09	0.997920	0.064059	-0.007208	-2.113	17.316	12.063
2.23000	1	-1041.64	139.03	-9.49	1	-1244.69	97.49	35.13	-0.09	0.997919	0.064099	-0.007036	-2.114	17.308	12.076
2.23500	1	-1041.65	138.98	-9.41	1	-1244.54	97.48	35.76	-0.09	0.997913	0.064187	-0.007068	-2.116	17.309	12.075
2.24000	1	-1041.65	138.97	-9.40	1	-1244.39	97.48	36.45	0.00	0.997892	0.064527	-0.006975	-2.137	17.306	12.089
2.24500	1	-1041.65	138.94	-9.35	1	-1244.21	97.47	37.09	0.00	0.997873	0.064819	-0.006863	-2.151	17.304	12.088
2.25000	1	-1041.68	138.86	-9.25	1	-1244.06	97.45	37.83	0.00	0.997847	0.065219	-0.006859	-2.172	17.324	12.096
2.25500	1	-1041.70	138.81	-9.23	1	-1243.92	97.41	38.67	0.00	0.997822	0.065600	-0.006940	-2.185	17.355	12.094
2.26000	1	-1041.68	138.78	-9.30	1	-1243.79	97.39	39.51	-0.09	0.997796	0.065991	-0.006940	-2.189	17.380	12.058
2.26500	1	-1041.67	138.76	-9.38	1	-1243.62	97.37	40.24	-0.09	0.997769	0.066388	-0.007035	-2.199	17.401	12.011
2.27000	1	-1041.70	138.77	-9.38	1	-1243.41	97.32	40.80	-0.09	0.997738	0.066822	-0.007380	-2.205	17.427	11.968
2.27500	1	-1041.72	138.76	-9.37	1	-1243.21	97.30	41.38	0.00	0.997702	0.067294	-0.007873	-2.221	17.450	11.934
2.28000	1	-1041.77	138.76	-9.36	1	-1242.97	97.31	41.88	0.00	0.997662	0.067838	-0.008284	-2.231	17.459	11.851
2.28500	1	-1041.78	138.77	-9.47	1	-1242.71	97.32	42.35	-0.09	0.997619	0.068429	-0.008568	-2.241	17.470	11.798
2.29000	1	-1041.76	138.80	-9.66	1	-1242.47	97.30	43.00	0.00	0.997576	0.069011	-0.008908	-2.250	17.475	11.728
2.29500	1	-1041.71	138.81	-9.88	1	-1242.25	97.29	43.72	0.06	0.997517	0.069785	-0.009509	-2.269	17.479	11.628
2.30000	1	-1041.71	138.79	-10.01	1	-1241.99	97.24	44.39	0.00	0.997457	0.070536	-0.010168	-2.291	17.478	11.533
2.30500	1	-1041.70	138.80	-10.12	1	-1241.72	97.22	45.07	0.00	0.997399	0.071278	-0.010737	-2.313	17.471	11.453
2.31000	1	-1041.71	138.84	-10.14	1	-1241.43	97.18	45.77	-0.09	0.997337	0.072015	-0.011528	-2.330	17.474	11.335
2.31500	1	-1041.77	138.83	-10.10	1	-1241.14	97.13	46.49	0.00	0.997269	0.072794	-0.012479	-2.347	17.480	11.215
2.32000	1	-1041.83	138.83	-10.06	1	-1240.86	97.08	47.34	0.00	0.997199	0.073628	-0.013196	-2.359	17.498	11.115
2.32500	1	-1041.81	138.87	-10.13	1	-1240.58	97.00	48.32	-0.09	0.997119	0.074576	-0.013835	-2.371	17.523	11.003
2.33000	1	-1041.84	138.91	-10.20	1	-1240.26	96.93	49.26	0.00	0.997026	0.075675	-0.014566	-2.389	17.555	10.911
2.33500	1	-1041.85	138.92	-10.27	1	-1239.94	96.87	50.14	0.00	0.996931	0.076784	-0.015234	-2.403	17.584	10.805
2.34000	1	-1041.82	138.93	-10.31	1	-1239.59	96.76	50.92	0.00	0.996841	0.077852	-0.015751	-2.404	17.631	10.714
2.34500	1	-1041.84	138.93	-10.27	1	-1239.24	96.65	51.82	0.00	0.996746	0.078939	-0.016334	-2.395	17.664	10.619
2.35000	1	-1041.89	138.94	-10.13	1	-1238.86	96.52	52.61	0.00	0.996645	0.080088	-0.016870	-2.390	17.717	10.541
2.35500	1	-1041.84	139.02	-10.25	1	-1238.49	96.38	53.52	-0.18	0.996531	0.081366	-0.017475	-2.385	17.798	10.479
2.36000	1	-1041.82	139.08	-10.31	1	-1238.13	96.23	54.54	-0.09	0.996391	0.082916	-0.018163	-2.384	17.884	10.402
2.36500	1	-1041.86	139.11	-10.17	1	-1237.75	96.09	55.61	0.06	0.996239	0.084577	-0.018833	-2.395	17.960	10.343
2.37000	1	-1041.85	139.15	-10.17	1	-1237.28	95.94	56.51	0.00	0.996064	0.086451	-0.019585	-2.413	18.052	10.285
2.37500	1	-1041.78	139.22	-10.31	1	-1236.81	95.78	57.44	0.00	0.995873	0.088417	-0.020501	-2.424	18.154	10.185
2.38000	1	-1041.79	139.26	-10.15	1	-1236.31	95.59	58.32	0.00	0.995675	0.090452	-0.021218	-2.423	18.235	10.080
2.38500	1	-1041.74	139.27	-10.12	1	-1235.77	95.41	59.20	0.00	0.995457	0.092586	-0.022207	-2.425	18.327	10.027
2.39000	1	-1041.63	139.28	-10.32	1	-1235.23	95.22	60.11	-0.09	0.995219	0.094874	-0.023193	-2.431	18.436	9.953
2.39500	1	-1041.57	139.31	-10.30	1	-1234.70	95.02	61.07	-0.09	0.994981	0.097121	-0.024070	-2.435	18.549	9.863
2.40000	1	-1041.51	139.35	-10.30	1	-1234.14	94.81	61.99	-0.09	0.994715	0.099607	-0.024893	-2.451	18.637	9.783
2.40500	1	-1041.44	139.41	-10.39	1	-1233.59	94.62	63.02	-0.09	0.994446	0.102052	-0.025741	-2.454	18.744	9.729
2.41000	1	-1041.43	139.43	-10.32	1	-1233.03	94.42	64.08	-0.09	0.994187	0.104402	-0.026300	-2.455	18.841	9.664
2.41500	1	-1041.48	139.45	-10.04	1	-1232.44	94.23	65.18	-0.09	0.993903	0.106860	-0.027166	-2.473	18.937	9.645
2.42000	1	-1041.45	139.50	-10.09	1	-1231.83	94.06	66.29	0.00	0.993605	0.109407	-0.027921	-2.481	19.001	9.610
2.42500	1	-1041.42	139.53	-10.20	1	-1231.23	93.89	67.62	0.06	0.993301	0.111909	-0.028811	-2.484	19.071	9.569
2.43000	1	-1041.37	139.54	-10.23	1	-1230.61	93.78	69.02	-0.09	0.992982	0.114427	-0.029873	-2.500	19.134	9.526
2.43500	1	-1041.31	139.56	-10.33	1	-1229.90	93.70	70.32	0.00	0.992635	0.117028	-0.031295	-2.531	19.194	9.450
2.44000	1	-1041.22	139.61	-10.50	1	-1229.19	93.64	71.64	-0.09	0.992267	0.119669	-0.032944	-2.570	19.258	9.393
2.44500	1	-1041.17	139.65	-10.42	1	-1228.43	93.62	73.01	0.00	0.991863	0.122477	-0.034734	-2.631	19.351	9.344
2.45000	1	-1041.14	139.65	-10.25	1	-1227.64	93.61	74.38	0.00	0.991456	0.125266	-0.036380	-2.694	19.445	9.286
2.45500	1	-1041.14	139.64	-10.07	1	-1226.81	93.63	75.72	-0.09	0.991096	0.127699	-0.037694	-2.738	19.537	9.214
2.46000	1	-1041.10	139.60	-10.02	1	-1225.97	93.64	77.32	-0.09	0.990783	0.129889	-0.038442	-2.774	19.608	9.144
2.46500	1	-1041.04	139.60	-10.01	1	-1225.12	93.69	79.12	0.00	0.990490	0.131961	-0.038934	-2.823	19.694	9.105
2.47000	1	-1041.00	139.62	-9.99	1	-1224.25	93.74	81.09	0.00	0.990216	0.133829	-0.039527	-2.861	19.803	9.060
2.47500	1	-1040.96	139.60	-9.99	1	-1223.28	93.84	83.03	-0.09	0.989923	0.135700	-0.040472	-2.905	19.921	9.014
2.48000	1	-1040.91	139.54	-9.96	1	-1222.24	93.99	85.11	-0.09	0.989564	0.137922	-0.041718	-2.975	20.062	8.992
2.48500	1	-1040.86	139.50	-9.84	1	-1221.12	94.20	87.26	0.00	0.989203	0.140029	-0.043234	-3.077	20.253	8.952
2.49000	1	-1040.76	139.48	-9.88	1	-1219.92	94.40	89.47	-0.09	0.988877	0.141883	-0.044627	-3.174	20.449	8.891
2.49500	1	-1040.61	139.47	-10.11	1	-1218.58	94.66	91.69	-0.09	0.988605	0.143304	-0.046087	-3.263	20.653	8.844
2.50000	1	-1040.47	139.43	-10.29	1	-1217.14	95.01	93.92	-0.09	0.988385	0.144422	-0.047292	-3.344	20.882	8.791
2.50500	1	-1040.35	139.36	-10.37	1	-1215.60	95.39	96.25	-0.09	0.988185	0.145395	-0.048491	-3.438	21.138	8.741
2.51000	1	-1040.26	139.27	-10.37	1	-1213.91	95.82	98.58	-0.09	0.988009	0.146141	-0.049805	-3.543	21.411	8.683
2.51500	1	-1040.18	139.17	-10.31	1	-1212.12	96.25	101.08	0.00	0.987895	0.146373	-0.051358	-3.631	21.720	8.617
2.52000	1	-1040.10	139.07	-10.14	1	-1210.19	96.79	103.75	-0.09	0.987788	0.146518	-0.052989	-3.718	22.073	8.551
2.52500	1	-1039.98	139.00	-10.09	1	-1208.15	97.34	106.79	-0.09	0.987732	0.146254	-0.054734	-3.816	22.481	8.482
2.53000	1	-1039.80	138.92	-10.22	1	-1205.92	97.91	109.89	-0.09	0.987754	0.145432	-0.056488	-3.925	22.921	8.440
2.53500	1	-1039.62	138.81	-10.33	1	-1203.57	98.51	113.31	-0.09	0.987806	0.144435	-0.058126	-4.033	23.396	8.396
2.54000	1	-1039.44	138.74	-10.37	1	-1201.03	99.17	116.88	-0.09	0.987864	0.143502	-0.059437	-4.146	23.903	8.373
2.54500	1	-1039.24	138.68	-10.45	1	-1198.28	99.88	120.51	0.00	0.987947	0.142485	-0.060481	-4.246	24.458	8.348
2.55000	1	-1039.05	138.65	-10.42	1	-1195.28	100.62	124.20	-0.09	0.988053	0.141523	-0.061017	-4.350	25.018	8.321
2.55500	1	-1038.83	138.66	-10.34	1	-1192.07	101.38	128.10	-0.09	0.988173	0.140592	-0.061221	-4.454	25.612	8.293
2.56000	1	-1038.59	138.72	-10.32	1	-1188.67	102.21	132.27	0.00	0.988338	0.139527	-0.061002	-4.558	26.250	8.300
2.56500	1	-1038.35	138.81	-10.20	1	-1184.99	103.11	136.49	0.00	0.988528	0.138405	-0.060468	-4.639	26.919	8.281
2.57000	1	-1038.08	138.91	-10.06	1	-1181.05	104.07	140.93	-0.09	0.988741	0.137325	-0.059445	-4.708	27.615	8.219
2.57500	1	-1037.75	139.05	-9.98	1	-1176.89	105.08	145.63	0.00	0.988974	0.136083	-0.058406	-4.772	28.372	8.143
2.58000	1	-1037.45	139.25	-9.74	1	-1172.46	106.10	150.59	0.00	0.989200	0.135069	-0.056913	-4.840	29.165	8.080
2.58500	1	-1037.13	139.49	-9.39	1	-1167.69	107.14	155.52	0.00	0.989390	0.134317	-0.055377	-4.918	29.985	7.999
2.59000	1	-1036.76	139.81	-9.00	1	-1162.63	108.17	160.68	-0.09	0.989534	0.133896	-0.053793	-4.989	30.834	7.899
2.59500	1	-1036.31	140.13	-8.46	1	-1157.23	109.26	166.00	0.03	0.989659	0.133696	-0.051966	-5.036	31.692	7.796
2.60000	1	-1035.83	140.49	-7.71	1	-1151.48	110.36	171.45	-0.09	0.989758	0.133731	-0.049946	-5.076	32.546	7.685
2.60500	1	-1035.22	140.87	-6.89	1	-1145.40	111.45	177.01	0.03	0.989812	0.133963	-0.048239	-5.117	33.447	7.578
2.61000	1	-1034.46	141.28	-5.99	1	-1138.99	112.57	182.76	-0.18	0.989799	0.134678	-0.046464	-5.162	34.382	7.460
2.61500	1	-1033.58	141.70	-4.82	1	-1132.25	113.66	188.65	0.00	0.989789	0.135315	-0.044800	-5.201	35.354	7.337
2.62000	1	-1032.62	142.14	-3.36	1	-1125.18	114.71	194.58	-0.09	0.989764	0.135943	-0.043436	-5.274	36.353	7.225
2.62500	1	-1031.50	142.62	-1.67	1	-1117.79	115.67	200.47	-0.09	0.989667	0.137071	-0.042075	-5.362	37.407	7.085
2.63000	1	-1030.21	143.07	0.35	1	-1110.06	116.62	206.31	0.00	0.989576	0.138009	-0.041158	-5.431	38.497	6.965
2.63500	1	-1028.69	143.54	2.64	1	-1102.01	117.55	212.13	0.00	0.989491	0.138864	-0.040297	-5.464	39.600	6.814
2.64000	1	-1026.92	144.08	5.23	1	-1093.66	118.41	217.91	0.00	0.989404	0.139671	-0.039640	-5.496	40.713	6.674
2.64500	1	-1024.78	144.63	8.05	1	-1085.12	119.21	223.62	0.00	0.989263	0.140735	-0.039402	-5.550	41.843	6.511
2.65000	1	-1022.20	145.20	11.15	1	-1076.46	119.97	229.21	-0.09	0.989143	0.141564	-0.039441	-5.579	42.940	6.325
2.65500	1	-1018.99	145.78	14.35	1	-1067.80	120.68	234.50	0.00	0.989048	0.142298	-0.039193	-5.611	44.021	6.135
2.66000	1	-1015.04	146.39	17.73	1	-1059.21	121.34	239.34	-0.09	0.988983	0.142734	-0.039244	-5.650	45.120	5.978
2.66500	1	-1010.17	147.01	21.34	1	-1050.76	121.93	243.83	-0.09	0.988874	0.143484	-0.039252	-5.703	46.222	5.819
2.67000	1	-1004.44	147.62	24.96	1	-1042.43	122.46	248.02	-0.09	0.988804	0.144063	-0.038903	-5.784	47.327	5.673
2.67500	1	-997.87	148.23	28.50	1	-1034.15	122.88	251.85	-0.09	0.988775	0.144387	-0.038421	-5.883	48.434	5.521
2.68000	1	-990.40	148.79	32.15	1	-1025.84	123.23	255.42	0.00	0.988765	0.144602	-0.037875	-6.013	49.536	5.423
2.68500	1	-981.96	149.37	35.85	1	-1017.42	123.53	258.71	-0.09	0.988765	0.144933	-0.036586	-6.200	50.613	5.355
2.69000	1	-972.65	149.95	39.39	1	-1008.84	123.73	261.74	0.00	0.988824	0.144935	-0.034928	-6.395	51.664	5.325
2.69500	1	-962.82	150.55	42.89	1	-1000.09	123.87	264.51	-0.09	0.988926	0.144617	-0.033351	-6.587	52.672	5.322
2.70000	1	-952.44	151.24	46.33	1	-991.17	123.89	267.05	-0.09	0.989057	0.144172	-0.031325	-6.821	53.633	5.337
2.70500	1	-941.78	151.97	49.47	1	-982.11	123.84	269.45	-0.09	0.989171	0.143911	-0.028821	-7.057	54.538	5.365
2.71000	1	-931.12	152.78	52.33	1	-972.94	123.71	271.72	-0.09	0.989257	0.143724	-0.026706	-7.296	55.375	5.387
2.71500	1	-920.52	153.68	54.86	1	-963.62	123.54	273.70	-0.09	0.989352	0.143427	-0.024715	-7.514	56.178	5.450
2.72000	1	-909.66	154.67	57.10	1	-954.20	123.35	275.53	0.00	0.989531	0.142565	-0.022449	-7.756	56.945	5.573
2.72500	1	-898.64	155.76	59.17	1	-944.68	123.15	277.18	-0.09	0.989710	0.141601	-0.020577	-7.983	57.694	5.717
2.73000	1	-887.49	156.90	61.08	1	-935.03	122.93	278.52	-0.09	0.989870	0.140679	-0.019145	-8.223	58.407	5.913
2.73500	1	-876.18	158.08	62.91	1	-925.25	122.67	279.59	0.00	0.990088	0.139342	-0.017622	-8.453	59.079	6.149
2.74000	1	-864.83	159.30	64.76	1	-915.37	122.39	280.44	-0.09	0.990317	0.137890	-0.016064	-8.737	59.723	6.414
2.74500	1	-853.48	160.58	66.65	1	-905.39	122.12	281.00	0.00	0.990485	0.136810	-0.014892	-9.047	60.328	6.666
2.75000	1	-841.87	161.86	68.42	1	-895.27	121.84	281.23	-0.09	0.990640	0.135791	-0.013904	-9.331	60.901	6.977
2.75500	1	-830.02	163.15	70.16	1	-885.08	121.58	281.32	-0.09	0.990843	0.134398	-0.012897	-9.610	61.441	7.287
2.76000	1	-817.96	164.50	71.87	1	-874.78	121.33	281.19	-0.09	0.991043	0.132980	-0.012245	-9.893	61.970	7.645
2.76500	1	-805.41	165.89	73.38	1	-864.38	121.11	280.84	-0.09	0.991195	0.131889	-0.011726	-10.173	62.453	8.022
2.77000	1	-792.38	167.29	74.65	1	-853.87	120.90	280.21	-0.09	0.991357	0.130717	-0.011133	-10.448	62.905	8.333
2.77500	1	-779.27	168.71	75.53	1	-843.24	120.72	279.34	-0.09	0.991530	0.129441	-0.010630	-10.759	63.317	8.680
2.78000	1	-765.90	170.16	76.06	1	-832.49	120.62	278.20	-0.09	0.991672	0.128367	-0.010391	-11.084	63.696	9.036
2.78500	1	-752.09	171.60	76.32	1	-821.63	120.56	276.77	-0.09	0.991837	0.127108	-0.010153	-11.362	64.022	9.387
2.79000	1	-738.22	173.02	76.13	1	-810.66	120.52	275.10	-0.09	0.992029	0.125632	-0.009790	-11.590	64.286	9.756
2.79500	1	-724.26	174.44	75.81	1	-799.60	120.54	273.27	-0.09	0.992202	0.124267	-0.009614	-11.800	64.480	10.112
2.80000	1	-710.13	175.81	75.46	1	-788.46	120.61	271.25	-0.09	0.992348	0.123116	-0.009368	-12.006	64.619	10.470
2.80500	1	-695.97	177.10	75.05	1	-777.21	120.74	268.97	-0.09	0.992563	0.121404	-0.008952	-12.207	64.690	10.823
2.81000	1	-681.90	178.34	74.21	1	-765.84	120.95	266.47	-0.09	0.992748	0.119918	-0.008468	-12.435	64.704	11.165
2.81500	1	-667.70	179.54	73.24	1	-754.39	121.21	263.75	-0.09	0.992924	0.118449	-0.008464	-12.633	64.670	11.494
2.82000	1	-653.18	180.68	72.04	1	-742.84	121.48	260.82	-0.09	0.993061	0.117309	-0.008225	-12.839	64.602	11.792
2.82500	1	-638.28	181.71	70.43	1	-731.19	121.79	257.62	-0.09	0.993249	0.115754	-0.007640	-12.990	64.472	12.078
2.83000	1	-623.06	182.63	68.46	1	-719.37	122.14	254.11	-0.09	0.993365	0.114779	-0.007224	-13.126	64.301	12.316
2.83500	1	-607.57	183.49	66.39	1	-707.39	122.55	250.35	0.00	0.993445	0.114108	-0.006789	-13.265	64.096	12.542
2.84000	1	-591.71	184.34	64.19	1	-695.25	122.97	246.33	-0.09	0.993534	0.113366	-0.006221	-13.411	63.830	12.726
2.84500	1	-575.62	185.23	61.76	1	-682.95	123.42	242.00	0.00	0.993673	0.112179	-0.005543	-13.481	63.489	12.908
2.85000	1	-559.42	186.04	59.30	1	-670.49	123.89	237.59	-0.09	0.993772	0.111303	-0.005340	-13.548	63.117	13.116
2.85500	1	-543.17	186.81	56.92	1	-657.91	124.37	233.00	0.00	0.993852	0.110592	-0.005310	-13.619	62.698	13.300
2.86000	1	-526.78	187.48	54.62	1	-645.26	124.85	228.15	0.00	0.993925	0.109933	-0.005235	-13.675	62.225	13.490
2.86500	1	-510.37	188.08	52.23	1	-632.50	125.34	223.20	0.00	0.993981	0.109441	-0.005014	-13.708	61.719	13.655
2.87000	1	-493.85	188.64	49.73	1	-619.51	125.84	218.13	0.00	0.994012	0.109149	-0.005094	-13.726	61.183	13.797
2.87500	1	-477.12	189.20	47.33	1	-606.37	126.33	212.82	-0.09	0.994041	0.108892	-0.005002	-13.718	60.589	13.929
2.88000	1	-460.15	189.74	44.93	1	-593.12	126.81	207.38	0.00	0.994061	0.108712	-0.005054	-13.684	59.959	14.064
2.88500	1	-443.08	190.23	42.72	1	-579.67	127.27	201.93	-0.09	0.994109	0.108261	-0.005147	-13.580	59.271	14.168
2.89000	1	-425.87	190.73	40.63	1	-566.02	127.77	196.39	-0.09	0.994168	0.107717	-0.005189	-13.439	58.541	14.232
2.89500	1	-408.61	191.20	38.71	1	-552.24	128.26	190.73	-0.18	0.994188	0.107528	-0.005214	-13.334	57.782	14.289
2.90000	1	-391.40	191.67	36.73	1	-538.34	128.76	185.00	-0.09	0.994219	0.107232	-0.005513	-13.237	57.007	14.369
2.90500	1	-374.20	192.14	34.69	1	-524.30	129.27	179.35	-0.09	0.994267	0.106782	-0.005493	-13.080	56.193	14.440
2.91000	1	-356.93	192.55	32.63	1	-510.13	129.78	173.76	-0.09	0.994294	0.106524	-0.005605	-12.905	55.357	14.531
2.91500	1	-339.65	192.92	30.81	1	-495.87	130.22	168.04	0.00	0.994317	0.106290	-0.006085	-12.737	54.485	14.608
2.92000	1	-322.36	193.22	29.25	1	-481.49	130.63	162.28	-0.09	0.994398	0.105493	-0.006587	-12.539	53.553	14.704
2.92500	1	-305.01	193.47	27.98	1	-467.02	131.12	156.57	-0.18	0.994439	0.105080	-0.006995	-12.296	52.594	14.789
